title,image,price,availability,categories,tags,description
Deerling,https://scrapeme.live/wp-content/uploads/2018/08/585.png,141.00,159,"Pokemon, Season","Chlorophyll, deerling, Season",The turning of the seasons changes the color and scent of this Pokémon’s fur. People use it to mark the seasons.
Sawsbuck,https://scrapeme.live/wp-content/uploads/2018/08/586.png,76.00,299,"Pokemon, Season","Chlorophyll, sawsbuck, Season","They migrate according to the seasons, so some people call Sawsbuck the harbingers of spring."
Karrablast,https://scrapeme.live/wp-content/uploads/2018/08/588.png,41.00,296,"Clamping, Pokemon","Clamping, karrablast, Shed Skin",For some reason they evolve when they receive electrical energy while they are attacking Shelmet.
Escavalier,https://scrapeme.live/wp-content/uploads/2018/08/589.png,189.00,281,"Cavalry, Pokemon","Cavalry, escavalier, Swarm",These Pokémon evolve by wearing the shell covering of a Shelmet. The steel armor protects their whole body.
Foongus,https://scrapeme.live/wp-content/uploads/2018/08/590.png,129.00,225,"Mushroom, Pokemon","Effect Spore, foongus, Mushroom","It lures Pokémon with its pattern that looks just like a Poké Ball, then releases poison spores."
Frillish,https://scrapeme.live/wp-content/uploads/2018/08/592.png,63.00,32,"Floating, Pokemon","Floating, frillish, Water Absorb","If its veil-like arms stun and wrap a foe, that foe will be dragged miles below the surface, never to return."
Jellicent,https://scrapeme.live/wp-content/uploads/2018/08/593.png,114.00,216,"Floating, Pokemon","Floating, jellicent, Water Absorb","The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished."
Alomomola,https://scrapeme.live/wp-content/uploads/2018/08/594.png,35.00,296,"Caring, Pokemon","alomomola, Caring, Hydration",It gently holds injured and weak Pokémon in its fins. Its special membrane heals their wounds.
Joltik,https://scrapeme.live/wp-content/uploads/2018/08/595.png,59.00,137,"Attaching, Pokemon","Attaching, Compound Eyes, joltik","They attach themselves to large-bodied Pokémon and absorb static electricity, which they store in an electric pouch."
Galvantula,https://scrapeme.live/wp-content/uploads/2018/08/596.png,57.00,61,"EleSpider, Pokemon","Compound Eyes, EleSpider, galvantula","When attacked, they create an electric barrier by spitting out many electrically charged threads."
Ferroseed,https://scrapeme.live/wp-content/uploads/2018/08/597.png,81.00,149,"Pokemon, Thorn Seed","ferroseed, Iron Barbs, Thorn Seed",It absorbs the iron it finds in the rock while clinging to the ceiling. It shoots spikes when in danger.
Ferrothorn,https://scrapeme.live/wp-content/uploads/2018/08/598.png,182.00,74,"Pokemon, Thorn Pod","ferrothorn, Iron Barbs, Thorn Pod","They attach themselves to cave ceilings, firing steel spikes at targets passing beneath them."
Klink,https://scrapeme.live/wp-content/uploads/2018/08/599.png,75.00,84,"Gear, Pokemon","Gear, klink, Plus",The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.
Klang,https://scrapeme.live/wp-content/uploads/2018/08/600.png,162.00,114,"Gear, Pokemon","Gear, klang, Plus","A minigear and big gear comprise its body. If the minigear it launches at a foe doesn’t return, it will die."
Klinklang,https://scrapeme.live/wp-content/uploads/2018/08/601.png,178.00,87,"Gear, Pokemon","Gear, klinklang, Plus",Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.
Tynamo,https://scrapeme.live/wp-content/uploads/2018/08/602.png,82.00,46,"EleFish, Pokemon","EleFish, Levitate, tynamo","One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock."
Eelektrik,https://scrapeme.live/wp-content/uploads/2018/08/603.png,198.00,150,"EleFish, Pokemon","eelektrik, EleFish, Levitate","These Pokémon have a big appetite. When they spot their prey, they attack it and paralyze it with electricity."
Eelektross,https://scrapeme.live/wp-content/uploads/2018/08/604.png,123.00,111,"EleFish, Pokemon","eelektross, EleFish, Levitate",They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.
Elgyem,https://scrapeme.live/wp-content/uploads/2018/08/605.png,107.00,111,"Cerebral, Pokemon","Cerebral, elgyem, Synchronize",Rumors of its origin are linked to a UFO crash site in the desert 50 years ago.
Beheeyem,https://scrapeme.live/wp-content/uploads/2018/08/606.png,34.00,68,"Cerebral, Pokemon","beheeyem, Cerebral, Synchronize",It uses psychic power to control an opponent’s brain and tamper with its memories.
Litwick,https://scrapeme.live/wp-content/uploads/2018/08/607.png,37.00,76,"Candle, Pokemon","Candle, Flash Fire, litwick","Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns."
Lampent,https://scrapeme.live/wp-content/uploads/2018/08/608.png,157.00,48,"Lamp, Pokemon","Flash Fire, Lamp, lampent",It arrives near the moment of death and steals spirit from the body.
Axew,https://scrapeme.live/wp-content/uploads/2018/08/610.png,123.00,142,"Pokemon, Tusk","axew, Rivalry, Tusk","They mark their territory by leaving gashes in trees with their tusks. If a tusk breaks, a new one grows in quickly."
Fraxure,https://scrapeme.live/wp-content/uploads/2018/08/611.png,64.00,234,"Axe Jaw, Pokemon","Axe Jaw, fraxure, Rivalry","A broken tusk will not grow back, so it diligently sharpens its tusks on river rocks after the end of a battle."
Haxorus,https://scrapeme.live/wp-content/uploads/2018/08/612.png,135.00,239,"Axe Jaw, Pokemon","Axe Jaw, haxorus, Rivalry",Their sturdy tusks will stay sharp even if used to cut steel beams. These Pokémon are covered in hard armor.
Cubchoo,https://scrapeme.live/wp-content/uploads/2018/08/613.png,62.00,45,"Chill, Pokemon","Chill, cubchoo, Snow Cloak","Their snot is a barometer of health. When healthy, their snot is sticky and the power of their ice moves increases."
Beartic,https://scrapeme.live/wp-content/uploads/2018/08/614.png,28.00,272,"Freezing, Pokemon","beartic, Freezing, Snow Cloak",It freezes its breath to create fangs and claws of ice to fight with. Cold northern areas are its habitat.
Cryogonal,https://scrapeme.live/wp-content/uploads/2018/08/615.png,72.00,203,"Crystallizing, Pokemon","cryogonal, Crystallizing, Levitate","They are composed of ice crystals. They capture prey with chains of ice, freezing the prey at -148 degrees Fahrenheit."
Shelmet,https://scrapeme.live/wp-content/uploads/2018/08/616.png,190.00,131,"Pokemon, Snail","Hydration, shelmet, Snail",It evolves when bathed in an electric-like energy along with Karrablast. The reason is still unknown.
Accelgor,https://scrapeme.live/wp-content/uploads/2018/08/617.png,129.00,124,"Pokemon, Shell Out","accelgor, Hydration, Shell Out","When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane."
Stunfisk,https://scrapeme.live/wp-content/uploads/2018/08/618.png,67.00,288,"Pokemon, Trap","Static, stunfisk, Trap","It conceals itself in the mud of the seashore. Then it waits. When prey touch it, it delivers a jolt of electricity."
Mienfoo,https://scrapeme.live/wp-content/uploads/2018/08/619.png,197.00,82,"Martial Arts, Pokemon","Inner Focus, Martial Arts, mienfoo","In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies."
Mienshao,https://scrapeme.live/wp-content/uploads/2018/08/620.png,50.00,253,"Martial Arts, Pokemon","Inner Focus, Martial Arts, mienshao","Using the long fur on its arms like whips, it launches into combo attacks that, once started, no one can stop."
Druddigon,https://scrapeme.live/wp-content/uploads/2018/08/621.png,110.00,266,"Cave, Pokemon","Cave, druddigon, Rough Skin","It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move."
Golett,https://scrapeme.live/wp-content/uploads/2018/08/622.png,89.00,274,"Automaton, Pokemon","Automaton, golett, Iron Fist",Ancient science fashioned this Pokémon from clay. It’s been active for thousands of years.
Golurk,https://scrapeme.live/wp-content/uploads/2018/08/623.png,74.00,133,"Automaton, Pokemon","Automaton, golurk, Iron Fist",It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.
Pawniard,https://scrapeme.live/wp-content/uploads/2018/08/624.png,37.00,58,"Pokemon, Sharp Blade","Inner Focus, pawniard, Sharp Blade","Ignoring their injuries, groups attack by sinking the blades that cover their bodies into their prey."
Bisharp,https://scrapeme.live/wp-content/uploads/2018/08/625.png,129.00,255,"Pokemon, Sword Blade","bisharp, Inner Focus, Sword Blade",Bisharp pursues prey in the company of a large group of Pawniard. Then Bisharp finishes off the prey.
Bouffalant,https://scrapeme.live/wp-content/uploads/2018/08/626.png,59.00,201,"Bash Buffalo, Pokemon","Bash Buffalo, bouffalant, Reckless","Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt."
Rufflet,https://scrapeme.live/wp-content/uploads/2018/08/627.png,60.00,194,"Eaglet, Pokemon","Eaglet, Keen Eye, rufflet","They will challenge anything, even strong opponents, without fear. Their frequent fights help them become stronger."
Braviary,https://scrapeme.live/wp-content/uploads/2018/08/628.png,83.00,262,"Pokemon, Valiant","braviary, Keen Eye, Valiant",They fight for their friends without any thought about danger to themselves. One can carry a car while flying.
Vullaby,https://scrapeme.live/wp-content/uploads/2018/08/629.png,61.00,16,"Diapered, Pokemon","Big Pecks, Diapered, vullaby",Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.
Mandibuzz,https://scrapeme.live/wp-content/uploads/2018/08/630.png,89.00,296,"Bone Vulture, Pokemon","Big Pecks, Bone Vulture, mandibuzz","Watching from the sky, they swoop to strike weakened Pokémon on the ground. They decorate themselves with bones."
Heatmor,https://scrapeme.live/wp-content/uploads/2018/08/631.png,81.00,299,"Anteater, Pokemon","Anteater, Flash Fire, heatmor","It draws in air through its tail, transforms it into fire, and uses it like a tongue. It melts Durant and eats them."
Durant,https://scrapeme.live/wp-content/uploads/2018/08/632.png,28.00,272,"Iron Ant, Pokemon","durant, Iron Ant, Swarm","They attack in groups, covering themselves in steel armor to protect themselves from Heatmor."
Deino,https://scrapeme.live/wp-content/uploads/2018/08/633.png,63.00,40,"Irate, Pokemon","deino, Hustle, Irate","Lacking sight, it’s unaware of its surroundings, so it bumps into things and eats anything that moves."
Zweilous,https://scrapeme.live/wp-content/uploads/2018/08/634.png,199.00,69,"Hostile, Pokemon","Hostile, Hustle, zweilous","After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along."
Hydreigon,https://scrapeme.live/wp-content/uploads/2018/08/635.png,86.00,299,"Brutal, Pokemon","Brutal, hydreigon, Levitate","It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path!"
Volcarona,https://scrapeme.live/wp-content/uploads/2018/08/637.png,94.00,57,"Pokemon, Sun","Flame Body, sun, volcarona","When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun."
Cobalion,https://scrapeme.live/wp-content/uploads/2018/08/638.png,111.00,94,"Iron Will, Pokemon","cobalion, Iron Will, Justified",It has a body and heart of steel. It worked with its allies to punish people when they hurt Pokémon.
Terrakion,https://scrapeme.live/wp-content/uploads/2018/08/639.png,87.00,136,"Cavern, Pokemon","Cavern, Justified, terrakion","Spoken of in legend, this Pokémon used its phenomenal power to destroy a castle in its effort to protect Pokémon."
Virizion,https://scrapeme.live/wp-content/uploads/2018/08/640.png,156.00,161,"Grassland, Pokemon","Grassland, Justified, virizion",Legends say this Pokémon confounded opponents with its swift movements.
Reshiram,https://scrapeme.live/wp-content/uploads/2018/08/643.png,147.00,235,"Pokemon, Vast White","reshiram, Turboblaze, Vast White","When Reshiram’s tail flares, the heat energy moves the atmosphere and changes the world’s weather."
Zekrom,https://scrapeme.live/wp-content/uploads/2018/08/644.png,135.00,253,"Deep Black, Pokemon","Deep Black, Teravolt, zekrom","Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail."
Genesect,https://scrapeme.live/wp-content/uploads/2018/08/649.png,173.00,30,"Paleozoic, Pokemon","Download, genesect, Paleozoic",This Pokémon existed 300 million years ago. Team Plasma altered it and attached a cannon to its back.
Chespin,https://scrapeme.live/wp-content/uploads/2018/08/650.png,185.00,267,"Pokemon, Spiny Nut","chespin, Overgrow, Spiny Nut",Such a thick shell of wood covers its head and back that even a direct hit from a truck wouldn’t faze it.
Quilladin,https://scrapeme.live/wp-content/uploads/2018/08/651.png,161.00,61,"Pokemon, Spiny Armor","Overgrow, quilladin, Spiny Armor",They strengthen their lower bodies by running into one another. They are very kind and won’t start fights.
Chesnaught,https://scrapeme.live/wp-content/uploads/2018/08/652.png,96.00,145,"Pokemon, Spiny Armor","chesnaught, Overgrow, Spiny Armor","When it takes a defensive posture with its fists guarding its face, it could withstand a bomb blast."
Fennekin,https://scrapeme.live/wp-content/uploads/2018/08/653.png,123.00,183,"Fox, Pokemon","Blaze, fennekin, Fox","As it walks, it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears."
Braixen,https://scrapeme.live/wp-content/uploads/2018/08/654.png,59.00,71,"Fox, Pokemon","Blaze, braixen, Fox","When the twig is plucked from its tail, friction sets the twig alight. The flame is used to send signals to its allies."
Delphox,https://scrapeme.live/wp-content/uploads/2018/08/655.png,170.00,146,"Fox, Pokemon","Blaze, delphox, Fox","Using psychic power, it generates a fiery vortex of 5,400 degrees Fahrenheit, incinerating foes swept into this whirl of flame."
Froakie,https://scrapeme.live/wp-content/uploads/2018/08/656.png,38.00,143,"Bubble Frog, Pokemon","Bubble Frog, froakie, Torrent","It protects its skin by covering its body in delicate bubbles. Beneath its happy-go-lucky air, it keeps a watchful eye on its surroundings."
Frogadier,https://scrapeme.live/wp-content/uploads/2018/08/657.png,125.00,58,"Bubble Frog, Pokemon","Bubble Frog, frogadier, Torrent","Its swiftness is unparalleled. It can scale a tower of more than 2,000 feet in a minute’s time."
Greninja,https://scrapeme.live/wp-content/uploads/2018/08/658.png,42.00,213,"Ninja, Pokemon","greninja, Ninja, Torrent","It appears and vanishes with a ninja’s grace. It toys with its enemies using swift movements, while slicing them with throwing stars of sharpest water."
Bunnelby,https://scrapeme.live/wp-content/uploads/2018/08/659.png,66.00,194,"Digging, Pokemon","bunnelby, Digging, Pickup",It has ears like shovels. Digging holes strengthens its ears so much that they can sever thick roots effortlessly.
Fletchling,https://scrapeme.live/wp-content/uploads/2018/08/661.png,43.00,127,"Pokemon, Tiny Robin","Big Pecks, fletchling, Tiny Robin","Despite the beauty of its lilting voice, it’s merciless to intruders that enter its territory."
Fletchinder,https://scrapeme.live/wp-content/uploads/2018/08/662.png,147.00,36,"Ember, Pokemon","Ember, Flame Body, fletchinder","The hotter the flame sac on its belly, the faster it can fly, but it takes some time to get the fire going."
Talonflame,https://scrapeme.live/wp-content/uploads/2018/08/663.png,84.00,205,"Pokemon, Scorching","Flame Body, Scorching, talonflame","When attacking prey, it can reach speeds of up to 310 mph. It finishes its prey off with a colossal kick."
Scatterbug,https://scrapeme.live/wp-content/uploads/2018/08/664.png,40.00,50,"Pokemon, Scatterdust","scatterbug, Scatterdust, Shield Dust","The powder that covers its body regulates its temperature, so it can live in any region or climate."
Spewpa,https://scrapeme.live/wp-content/uploads/2018/08/665.png,155.00,168,"Pokemon, Scatterdust","Scatterdust, Shed Skin, spewpa","The beaks of bird Pokémon can’t begin to scratch its stalwart body. To defend itself, it spews powder."
Vivillon,https://scrapeme.live/wp-content/uploads/2018/08/666.png,177.00,208,"Pokemon, Scale","Scale, Shield Dust, vivillon",The patterns on this Pokémon’s wings depend on the climate and topography of its habitat. It scatters colorful scales.
Litleo,https://scrapeme.live/wp-content/uploads/2018/08/667.png,34.00,288,"Lion Cub, Pokemon","Lion Cub, litleo, Rivalry",They set off on their own from their pride and live by themselves to become stronger. These hot-blooded Pokémon are quick to fight.
Pyroar,https://scrapeme.live/wp-content/uploads/2018/08/668.png,127.00,38,"Pokemon, Royal","pyroar, Rivalry, Royal","With fiery breath of more than 10,000 degrees Fahrenheit, they viciously threaten any challenger. The females protect the pride’s cubs."
Flabebe,https://scrapeme.live/wp-content/uploads/2018/08/669.png,79.00,24,"Pokemon, Single Bloom","flabebe, Flower Veil, Single Bloom","When it finds a flower it likes, it dwells on that flower its whole life long. It floats in the wind’s embrace with an untroubled heart."
Floette,https://scrapeme.live/wp-content/uploads/2018/08/670.png,149.00,270,"Pokemon, Single Bloom","floette, Flower Veil, Single Bloom","When the flowers of a well-tended flower bed bloom, it appears and celebrates with an elegant dance."
Florges,https://scrapeme.live/wp-content/uploads/2018/08/671.png,93.00,25,"Garden, Pokemon","florges, Flower Veil, Garden","In times long past, governors of castles would invite Florges to create flower gardens to embellish the castle domains."
Skiddo,https://scrapeme.live/wp-content/uploads/2018/08/672.png,129.00,271,"Mount, Pokemon","Mount, Sap Sipper, skiddo","If it has sunshine and water, it doesn’t need to eat, because it can generate energy from the leaves on its back."
Gogoat,https://scrapeme.live/wp-content/uploads/2018/08/673.png,97.00,104,"Mount, Pokemon","gogoat, Mount, Sap Sipper",They inhabit mountainous regions. The leader of the herd is decided by a battle of clashing horns.
Pangoro,https://scrapeme.live/wp-content/uploads/2018/08/675.png,76.00,271,"Daunting, Pokemon","Daunting, Iron Fist, pangoro","It charges ahead and bashes its opponents like a berserker, uncaring about any hits it might take. Its arms are mighty enough to snap a telephone pole."
Furfrou,https://scrapeme.live/wp-content/uploads/2018/08/676.png,165.00,180,"Pokemon, Poodle","Fur Coat, furfrou, Poodle","Historically, in the Kalos region, these Pokémon were the designated guardians of the king."
Espurr,https://scrapeme.live/wp-content/uploads/2018/08/677.png,149.00,169,"Pokemon, Restraint","espurr, Keen Eye, Restraint","It has enough psychic energy to blast everything within 300 feet of itself, but it has no control over its power."
Honedge,https://scrapeme.live/wp-content/uploads/2018/08/679.png,101.00,101,"Pokemon, Sword","honedge, No Guard, Sword","If anyone dares to grab its hilt, it wraps a blue cloth around that person’s arm and drains that person’s life energy completely."
Doublade,https://scrapeme.live/wp-content/uploads/2018/08/680.png,164.00,144,"Pokemon, Sword","doublade, No Guard, Sword","The complex attack patterns of its two swords are unstoppable, even for an opponent greatly accomplished at swordplay."
Spritzee,https://scrapeme.live/wp-content/uploads/2018/08/682.png,58.00,241,"Perfume, Pokemon","Healer, Perfume, spritzee","In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked."
Aromatisse,https://scrapeme.live/wp-content/uploads/2018/08/683.png,194.00,198,"Fragrance, Pokemon","aromatisse, Fragrance, Healer","Its scent is so overpowering that, unless a Trainer happens to really enjoy the smell, he or she will have a hard time walking alongside it."
Swirlix,https://scrapeme.live/wp-content/uploads/2018/08/684.png,90.00,129,"Cotton Candy, Pokemon","Cotton Candy, Sweet Veil, swirlix","Because it eats nothing but sweets, its fur is as sticky sweet as cotton candy."
Slurpuff,https://scrapeme.live/wp-content/uploads/2018/08/685.png,66.00,262,"Meringue, Pokemon","Meringue, slurpuff, Sweet Veil","Its sense of smell is 100 million times better than a human’s, so even the faintest scent tells it about everything in the area. It’s like it can see with its nose!"
Inkay,https://scrapeme.live/wp-content/uploads/2018/08/686.png,38.00,167,"Pokemon, Revolving","inkay, Revolving, Suction Cups","It flashes the light-emitting spots on its body, which drains its opponent’s will to fight. It takes the opportunity to scuttle away and hide."
Malamar,https://scrapeme.live/wp-content/uploads/2018/08/687.png,58.00,294,"Overturning, Pokemon","malamar, Overturning, Suction Cups","It lures its prey close with hypnotic motions, then wraps its tentacles around it before finishing it off with digestive fluids."
Binacle,https://scrapeme.live/wp-content/uploads/2018/08/688.png,102.00,143,"Pokemon, Two-Handed","binacle, Sniper, Two-Handed","They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline."
Barbaracle,https://scrapeme.live/wp-content/uploads/2018/08/689.png,165.00,123,"Collective, Pokemon","barbaracle, Collective, Sniper","Barbaracle’s legs and hands have minds of their own, and they will move independently. But they usually follow the head’s orders."
Skrelp,https://scrapeme.live/wp-content/uploads/2018/08/690.png,63.00,184,"Mock Kelp, Pokemon","Mock Kelp, Poison Point, skrelp",It looks just like rotten kelp. It hides from foes while storing up power for its evolution.
Dragalge,https://scrapeme.live/wp-content/uploads/2018/08/691.png,151.00,254,"Mock Kelp, Pokemon","dragalge, Mock Kelp, Poison Point","Tales are told of ships that wander into seas where Dragalge live, never to return."
Clauncher,https://scrapeme.live/wp-content/uploads/2018/08/692.png,29.00,152,"Pokemon, Water Gun","clauncher, Mega Launcher, Water Gun","Through controlled explosions of internal gas, it can expel water like a pistol shot. At close distances, it can shatter rock."
Clawitzer,https://scrapeme.live/wp-content/uploads/2018/08/693.png,69.00,65,"Howitzer, Pokemon","clawitzer, Howitzer, Mega Launcher","By expelling water from the nozzle in the back of its claw, it can move at a speed of 60 knots."
Helioptile,https://scrapeme.live/wp-content/uploads/2018/08/694.png,62.00,126,"Generator, Pokemon","Generator, helioptile, Sand Veil",The frills on either side of its head have cells that generate electricity when exposed to sunlight.
Heliolisk,https://scrapeme.live/wp-content/uploads/2018/08/695.png,83.00,43,"Generator, Pokemon","Generator, heliolisk, Sand Veil","It stimulates its muscles with electricity, boosting the strength in its legs and enabling it to run 100 yards in five seconds."
Tyrunt,https://scrapeme.live/wp-content/uploads/2018/08/696.png,62.00,148,"Pokemon, Royal Heir","Royal Heir, Strong Jaw, tyrunt",Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago.
Tyrantrum,https://scrapeme.live/wp-content/uploads/2018/08/697.png,26.00,58,"Despot, Pokemon","Despot, Strong Jaw, tyrantrum","Nothing could stop this Pokémon 100 million years ago, so it behaved like a king."
Amaura,https://scrapeme.live/wp-content/uploads/2018/08/698.png,155.00,187,"Pokemon, Tundra","amaura, Refrigerate, Tundra",This calm Pokémon lived in a cold land where there were no violent predators like Tyrantrum.
Aurorus,https://scrapeme.live/wp-content/uploads/2018/08/699.png,189.00,243,"Pokemon, Tundra","aurorus, Refrigerate, Tundra","Using its diamond-shaped crystals, it can instantly create a wall of ice to block an opponent’s attack."
Sylveon,https://scrapeme.live/wp-content/uploads/2018/08/700.png,48.00,20,"Intertwining, Pokemon","Cute Charm, Intertwining, sylveon",It wraps its ribbonlike feelers around the arm of its beloved Trainer and walks with him or her.
Hawlucha,https://scrapeme.live/wp-content/uploads/2018/08/701.png,44.00,30,"Pokemon, Wrestling","hawlucha, Limber, Wrestling","With its wings, it controls its position in the air. It likes to attack from above, a maneuver that is difficult to defend against."
Dedenne,https://scrapeme.live/wp-content/uploads/2018/08/702.png,118.00,71,"Antenna, Pokemon","Antenna, dedenne, Pickup","It uses its tail to absorb electricity from power plants or from outlets in houses, and then it fires the electricity from its whiskers."
Carbink,https://scrapeme.live/wp-content/uploads/2018/08/703.png,171.00,290,"Jewel, Pokemon","carbink, Clear Body, Jewel",It has slept underground for hundreds of millions of years since its birth. It’s occasionally found during the excavation of caves.
Goomy,https://scrapeme.live/wp-content/uploads/2018/08/704.png,110.00,122,"Pokemon, Soft Tissue","goomy, Hydration, Soft Tissue",It’s covered in a slimy membrane that makes any punches or kicks slide off it harmlessly.
Sliggoo,https://scrapeme.live/wp-content/uploads/2018/08/705.png,109.00,232,"Pokemon, Soft Tissue","Hydration, sliggoo, Soft Tissue","Its four horns are a high-performance radar system. It uses them to sense sounds and smells, rather than using ears or a nose."
Goodra,https://scrapeme.live/wp-content/uploads/2018/08/706.png,192.00,185,"Dragon, Pokemon","Dragon, goodra, Hydration",It attacks with retractable horns. It throws a punch that’s the equivalent of the force of a hundred pro boxers.
Klefki,https://scrapeme.live/wp-content/uploads/2018/08/707.png,179.00,30,"Key Ring, Pokemon","Key Ring, klefki, Prankster","It never lets go of a key that it likes, so people give it the keys to vaults and safes as a way to prevent crime."
Trevenant,https://scrapeme.live/wp-content/uploads/2018/08/709.png,53.00,167,"Elder Tree, Pokemon","Elder Tree, Natural Cure, trevenant","Using its roots as a nervous system, it controls the trees in the forest. It’s kind to the Pokémon that reside in its body."
Bergmite,https://scrapeme.live/wp-content/uploads/2018/08/712.png,119.00,248,"Ice Chunk, Pokemon","bergmite, Ice Chunk, Own Tempo","Using air of -150 degrees Fahrenheit, they freeze opponents solid. They live in herds above the snow line on mountains."
Avalugg,https://scrapeme.live/wp-content/uploads/2018/08/713.png,71.00,156,"Iceberg, Pokemon","avalugg, Iceberg, Own Tempo",The way several Bergmite huddle on its back makes it look like an aircraft carrier made of ice.
Noibat,https://scrapeme.live/wp-content/uploads/2018/08/714.png,126.00,136,"Pokemon, Sound Wave","Frisk, noibat, Sound Wave","Even a robust wrestler will become dizzy and unable to stand when exposed to its 200,000-hertz ultrasonic waves."
Noivern,https://scrapeme.live/wp-content/uploads/2018/08/715.png,75.00,159,"Pokemon, Sound Wave","Frisk, noivern, Sound Wave",The ultrasonic waves it emits from its ears can reduce a large boulder to pebbles. It swoops out of the dark to attack.
Xerneas,https://scrapeme.live/wp-content/uploads/2018/08/716.png,30.00,171,"Life, Pokemon","Fairy Aura, Life, xerneas","When the horns on its head shine in seven colors, it is said to be sharing everlasting life."
Yveltal,https://scrapeme.live/wp-content/uploads/2018/08/717.png,59.00,215,"Destruction, Pokemon","Dark Aura, Destruction, yveltal","When its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more."
Zygarde,https://scrapeme.live/wp-content/uploads/2018/08/718.png,83.00,80,"Order, Pokemon","Aura Break, Order, zygarde",It’s thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it.
Diancie,https://scrapeme.live/wp-content/uploads/2018/08/719.png,27.00,231,"Jewel, Pokemon","Clear Body, diancie, Jewel",It can instantly create many diamonds by compressing the carbon in the air between its hands.
Hoopa,https://scrapeme.live/wp-content/uploads/2018/08/720.png,189.00,45,"Mischief, Pokemon","hoopa, Magician, Mischief","It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed, it is transformed into a much smaller form."
Volcanion,https://scrapeme.live/wp-content/uploads/2018/08/721.png,45.00,238,"Pokemon, Steam","Steam, volcanion, Water Absorb",It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.
Dartrix,https://scrapeme.live/wp-content/uploads/2018/08/723.png,169.00,169,"Blade Quill, Pokemon","Blade Quill, dartrix, Overgrow",It throws sharp feathers called blade quills at enemies or prey. It seldom misses.
Decidueye,https://scrapeme.live/wp-content/uploads/2018/08/724.png,106.00,268,"Arrow Quill, Pokemon","Arrow Quill, decidueye, Overgrow","Although basically cool and cautious, when it’s caught by surprise, it’s seized by panic."
Litten,https://scrapeme.live/wp-content/uploads/2018/08/725.png,132.00,150,"Fire Cat, Pokemon","Blaze, Fire Cat, litten",It doesn’t allow its emotions to be easily seen. Earning its trust takes time. It prefers solitude.
Torracat,https://scrapeme.live/wp-content/uploads/2018/08/726.png,184.00,186,"Fire Cat, Pokemon","Blaze, Fire Cat, torracat","It boasts powerful front legs. With a single punch, it can bend an iron bar right over."
Incineroar,https://scrapeme.live/wp-content/uploads/2018/08/727.png,36.00,201,"Heel, Pokemon","Blaze, Heel, incineroar","After hurling ferocious punches and flinging furious kicks, it finishes opponents off by spewing fire from around its navel."
Popplio,https://scrapeme.live/wp-content/uploads/2018/08/728.png,158.00,83,"Pokemon, Sea Lion","popplio, Sea Lion, Torrent",This Pokémon can control water bubbles. It practices diligently so it can learn to make big bubbles.
Brionne,https://scrapeme.live/wp-content/uploads/2018/08/729.png,172.00,174,"Pokemon, Pop Star","brionne, Pop Star, Torrent","It cares deeply for its companions. When its Trainer is feeling down, it performs a cheery dance to try and help."
Primarina,https://scrapeme.live/wp-content/uploads/2018/08/730.png,143.00,36,"Pokemon, Soloist","primarina, Soloist, Torrent",Its singing voice is its chief weapon in battle. This Pokémon’s Trainer must prioritize the daily maintenance of its throat at all costs.
Pikipek,https://scrapeme.live/wp-content/uploads/2018/08/731.png,51.00,246,"Pokemon, Woodpecker","Keen Eye, pikipek, Woodpecker","This Pokémon feeds on berries, whose leftover seeds become the ammunition for the attacks it fires off from its mouth."
Trumbeak,https://scrapeme.live/wp-content/uploads/2018/08/732.png,59.00,30,"Bugle Beak, Pokemon","Bugle Beak, Keen Eye, trumbeak","By bending its beak, it can produce a variety of calls and brand itself a noisy nuisance for its neighbors."
Toucannon,https://scrapeme.live/wp-content/uploads/2018/08/733.png,77.00,176,"Cannon, Pokemon","Cannon, Keen Eye, toucannon","Within its beak, its internal gas ignites, explosively launching seeds with enough power to pulverize boulders."
